Game_ID,Game_Version,Game_Duration
4411131420,12.15.458.1416,1850

4411271383,12.15.458.1416,2491

4413387636,12.15.458.1416,1227

4413262367,12.15.458.1416,1409

4414063754,12.15.458.1416,1445

4413563750,12.15.458.1416,1963

4412212384,12.15.458.1416,1261

4412428772,12.15.458.1416,2081

4414189565,12.15.458.1416,1947

4411257196,12.15.458.1416,1228

4411779585,12.15.458.1416,2150

4412584428,12.15.458.1416,1194

4410938586,12.15.458.1416,1348

4413556397,12.15.458.1416,1717

4414394192,12.15.458.1416,1804

4409477435,12.15.458.1416,1215

4411345870,12.15.458.1416,916

4413188147,12.15.458.1416,2160

4412857479,12.15.458.1416,1767

4412930268,12.15.458.1416,1902

4411164538,12.15.458.1416,1752

4408140376,12.15.458.1416,1778

4409655609,12.15.458.1416,1481

4414098148,12.15.458.1416,1738

4411356608,12.15.458.1416,1615

4410484603,12.15.458.1416,1637

4413747045,12.15.458.1416,1642

4412488961,12.15.458.1416,1516

4413100847,12.15.458.1416,1580

4412883031,12.15.458.1416,1092

4414385099,12.15.458.1416,972

4412434116,12.15.458.1416,1872

4414468219,12.15.458.1416,1782

4414098148,12.15.458.1416,1738

4408097397,12.15.458.1416,1322

4410255700,12.15.458.1416,931

4410753067,12.15.458.1416,1811

4413628091,12.15.458.1416,1447

4413883005,12.15.458.1416,1381

4410342713,12.15.458.1416,2010

4411202893,12.15.458.1416,1926

4410881085,12.15.458.1416,933

4413909093,12.15.458.1416,1662

4410976740,12.15.458.1416,1584

4409844613,12.15.458.1416,1811

4410757281,12.15.458.1416,1788

4413179478,12.15.458.1416,1979

4414247528,12.15.458.1416,1980

4413610497,12.15.458.1416,1603

4413781845,12.15.458.1416,1164

4410111276,12.15.458.1416,1072

4413676739,12.15.458.1416,1864

4413326815,12.15.458.1416,1307

4414820873,12.15.458.1416,1942

4411982469,12.15.458.1416,1695

4411795456,12.15.458.1416,1489

4411152918,12.15.458.1416,1088

4408529529,12.15.458.1416,1620

4410425992,12.15.458.1416,1259

4413421868,12.15.458.1416,2886

4412738870,12.15.458.1416,1808

4414180772,12.15.458.1416,1520

4412714106,12.15.458.1416,1330
4410250352,12.15.458.1416,1399
4412482993,12.15.458.1416,1597
4414883911,12.15.458.1416,2058
4410992411,12.15.458.1416,1777
4414714717,12.15.458.1416,1250
4414167803,12.15.458.1416,1635
4412440828,12.15.458.1416,1792
4413070653,12.15.458.1416,1390
4413794024,12.15.458.1416,1318
4412025888,12.15.458.1416,2445
4411884029,12.15.458.1416,993
4409383697,12.15.458.1416,951
4412099860,12.15.458.1416,1539
4409447951,12.15.458.1416,2110
4414294259,12.15.458.1416,1611
4413088043,12.15.458.1416,1943
4413112752,12.15.458.1416,1438
4413270575,12.15.458.1416,1484
4413305705,12.15.458.1416,1809
4414866145,12.15.458.1416,1692
4414700778,12.15.458.1416,1288
4408312891,12.15.458.1416,2153
4410341503,12.15.458.1416,1218
4411202045,12.15.458.1416,1187
4408226920,12.15.458.1416,1865
4409608070,12.15.458.1416,1717
4411432452,12.15.458.1416,1678
4408629878,12.15.458.1416,1266
4413472525,12.15.458.1416,1333
4412617262,12.15.458.1416,1203
4411946279,12.15.458.1416,1443
4408176790,12.15.458.1416,1714
4412367185,12.15.458.1416,1526
4409612920,12.15.458.1416,1556
4412671583,12.15.458.1416,2140
4411243157,12.15.458.1416,1151
4414702142,12.15.458.1416,1306
4409392114,12.15.458.1416,1701
4412202957,12.15.458.1416,1669
4411961381,12.15.458.1416,1318
4413295466,12.15.458.1416,1217
4409656743,12.15.458.1416,1929
4410318693,12.15.458.1416,1247
4414029557,12.15.458.1416,1341
4411319278,12.15.458.1416,1754
4409497545,12.15.458.1416,1777
4411215220,12.15.458.1416,1356
4414483001,12.15.458.1416,2695
4409334522,12.15.458.1416,2009
4409430603,12.15.458.1416,195
4413869222,12.15.458.1416,1937
4408976897,12.15.458.1416,1717
4409295321,12.15.458.1416,1906
4412267270,12.15.458.1416,1204
4410911529,12.15.458.1416,1602
4409905948,12.15.458.1416,1373
4411057202,12.15.458.1416,2584
4413063646,12.15.458.1416,1432
4411914362,12.15.458.1416,1208
4412219155,12.15.458.1416,1740
4412728179,12.15.458.1416,1203
4408955842,12.15.458.1416,1368
4410592416,12.15.458.1416,1425
4413553323,12.15.458.1416,2252
4409909107,12.15.458.1416,1502
4408231084,12.15.458.1416,930
4412666262,12.15.458.1416,1422
4412386724,12.15.458.1416,1571
4413178382,12.15.458.1416,951
4410574511,12.15.458.1416,1683
4412212384,12.15.458.1416,1261
4408176116,12.15.458.1416,935
4414008113,12.15.458.1416,2265
4413339924,12.15.458.1416,1472
4412205978,12.15.458.1416,1420
4409871571,12.15.458.1416,2167
4413884004,12.15.458.1416,1317
4412115539,12.15.458.1416,2073
4414652608,12.15.458.1416,1589
4413635666,12.15.458.1416,932
4412273473,12.15.458.1416,1713
4407780540,12.15.458.1416,921
4412323516,12.15.458.1416,1945
4414265811,12.15.458.1416,1195
4412317194,12.15.458.1416,1717
4408706855,12.15.458.1416,1235
4413748817,12.15.458.1416,1143
4412900941,12.15.458.1416,2004
4408561473,12.15.458.1416,1334
4411340953,12.15.458.1416,933
4414246055,12.15.458.1416,1352
4410208335,12.15.458.1416,1067
4412857479,12.15.458.1416,1767
4414353993,12.15.458.1416,1717
4414091840,12.15.458.1416,1894
4408387407,12.15.458.1416,1307
4408055343,12.15.458.1416,2193
4409308087,12.15.458.1416,1832
4414182216,12.15.458.1416,2129
4412418252,12.15.458.1416,1139
4410045948,12.15.458.1416,1683
4411029334,12.15.458.1416,1403
4408333270,12.15.458.1416,1211
4413413992,12.15.458.1416,2368
4409476475,12.15.458.1416,1500
4409356213,12.15.458.1416,1480
4411126891,12.15.458.1416,1786
4413268637,12.15.458.1416,1812
4408294412,12.15.458.1416,1354
4412377309,12.15.458.1416,930
4408141859,12.15.458.1416,1496
4409433514,12.15.458.1416,1608
4408954204,12.15.458.1416,1800
4409765146,12.15.458.1416,1382
4412638761,12.15.458.1416,946
4413176501,12.15.458.1416,1577
4410233434,12.15.458.1416,1385
4412787478,12.15.458.1416,1328
4409940586,12.15.458.1416,1123
4408907605,12.15.458.1416,1357
4413883005,12.15.458.1416,1381
4410863393,12.15.458.1416,1553
4413090423,12.15.458.1416,1292
4413778046,12.15.458.1416,1440
4410269637,12.15.458.1416,1629
4414009370,12.15.458.1416,2162
4410820011,12.15.458.1416,1634
4408148864,12.15.458.1416,1609
4413499135,12.15.458.1416,1098
4413287859,12.15.458.1416,946
4410384109,12.15.458.1416,1755
4411031977,12.15.458.1416,927
4412904045,12.15.458.1416,1862
4408298564,12.15.458.1416,1501
4410726165,12.15.458.1416,1795
4408193899,12.15.458.1416,1354
4408309537,12.15.458.1416,1201
4408618800,12.15.458.1416,2196
4413265833,12.15.458.1416,968
4409761482,12.15.458.1416,1966
4410269480,12.15.458.1416,1169
4413198597,12.15.458.1416,1540
4411356608,12.15.458.1416,1615
4414125620,12.15.458.1416,1244
4412548956,12.15.458.1416,1723
4412326491,12.15.458.1416,1600
4410918278,12.15.458.1416,1748
4411940859,12.15.458.1416,1305
4413154965,12.15.458.1416,1468
4410253832,12.15.458.1416,1524
4412391242,12.15.458.1416,915
4411759943,12.15.458.1416,1610
4413784004,12.15.458.1416,1507
4408333837,12.15.458.1416,1793
4412865365,12.15.458.1416,1649
4411227865,12.15.458.1416,1382
4412883031,12.15.458.1416,1092
4414047926,12.15.458.1416,1233
4414401229,12.15.458.1416,913
4409592900,12.15.458.1416,931
4410317111,12.15.458.1416,1710
4410156711,12.15.458.1416,1506
4412819551,12.15.458.1416,917
4409387177,12.15.458.1416,1978
4408331293,12.15.458.1416,1579
4413733685,12.15.458.1416,1355
4413570660,12.15.458.1416,1259
4412715094,12.15.458.1416,1355
4412870802,12.15.458.1416,1291
4408208762,12.15.458.1416,1000
4412584428,12.15.458.1416,1194
4409733915,12.15.458.1416,2273
4412164821,12.15.458.1416,1860
4410424058,12.15.458.1416,1302
4413992422,12.15.458.1416,2169
4412438160,12.15.458.1416,1683
4413077866,12.15.458.1416,2226
4412857091,12.15.458.1416,1582
4414470265,12.15.458.1416,911
4413676739,12.15.458.1416,1864
4413475183,12.15.458.1416,1088
4413979315,12.15.458.1416,1125
4408912344,12.15.458.1416,1561
4413983804,12.15.458.1416,1243
4414283880,12.15.458.1416,925
4410296841,12.15.458.1416,1710
4413164353,12.15.458.1416,1740
4410429223,12.15.458.1416,1626
4413098324,12.15.458.1416,929
4414844136,12.15.458.1416,2823
4408190086,12.15.458.1416,1417
4410335560,12.15.458.1416,1525
4410828839,12.15.458.1416,1861
4412355014,12.15.458.1416,1966
4412333781,12.15.458.1416,923
4410024979,12.15.458.1416,1449
4408698072,12.15.458.1416,911
4410365737,12.15.458.1416,1727
4414190338,12.15.458.1416,1585
4412705514,12.15.458.1416,1335
4411114104,12.15.458.1416,1931
4412748262,12.15.458.1416,1943
4410819622,12.15.458.1416,1398
4408596297,12.15.458.1416,1884
4412124358,12.15.458.1416,1140
4408646105,12.15.458.1416,1449
4413310651,12.15.458.1416,1214
4413555446,12.15.458.1416,1323
4409339825,12.15.458.1416,913
4414782727,12.15.458.1416,967
4414387263,12.15.458.1416,1525
4414808677,12.15.458.1416,1855
4411149370,12.15.458.1416,1214
4409263059,12.15.458.1416,1226
4414872489,12.15.458.1416,929
4408288401,12.15.458.1416,1686
4407808109,12.15.458.1416,2231
4413542435,12.15.458.1416,1649
4408115502,12.15.458.1416,1179
4411134997,12.15.458.1416,1242
4413554106,12.15.458.1416,1489
4409577999,12.15.458.1416,1938
4411640566,12.15.458.1416,1440
4413926498,12.15.458.1416,1720
4414394192,12.15.458.1416,1804
4411397938,12.15.458.1416,1484
4408663996,12.15.458.1416,1374
4413354764,12.15.458.1416,1493
4411097135,12.15.458.1416,1447
4410980923,12.15.458.1416,2021
4414252149,12.15.458.1416,1333
4412241356,12.15.458.1416,1934
4409261327,12.15.458.1416,1681
4408918806,12.15.458.1416,1775
4413224703,12.15.458.1416,1474
4411882734,12.15.458.1416,1468
4408170498,12.15.458.1416,1438
4413227593,12.15.458.1416,1644
4408937858,12.15.458.1416,1223
4412734683,12.15.458.1416,1396
4410514241,12.15.458.1416,1216
4412229472,12.15.458.1416,1536
4414189565,12.15.458.1416,1947
