Player_1,Player_2,Player_3,Player_4,Player_5,Player_6,Player_7,Player_8,Player_9,Player_10
"[4403810801, 'The Huntmaster', 352, 303, 'TOP', 'MASTER', 'I', 433, False, False, 94, 'SummonerDot', 'SummonerFlash', 'Garen']","[4403810801, 'Wroks', 40, 37, 'JUNGLE', 'MASTER', 'I', 81, False, False, 49, 'SummonerFlash', 'SummonerSmite', 'Pantheon']","[4403810801, 'Tokiyami', 274, 235, 'MIDDLE', 'GRANDMASTER', 'I', 850, False, True, 109, 'SummonerDot', 'SummonerFlash', 'Akali']","[4403810801, 'Airren', 275, 258, 'BOTTOM', 'GRANDMASTER', 'I', 631, False, False, 186, 'SummonerHaste', 'SummonerFlash', 'Zeri']","[4403810801, 'Fragas', 281, 269, 'UTILITY', 'MASTER', 'I', 370, False, False, 529, 'SummonerFlash', 'SummonerDot', 'Ashe']","[4403810801, '767602', 516, 479, 'TOP', 'GRANDMASTER', 'I', 738, False, False, 126, 'SummonerTeleport', 'SummonerFlash', 'Kennen']","[4403810801, 'Auish', 192, 177, 'JUNGLE', 'MASTER', 'I', 324, True, False, 93, 'SummonerSmite', 'SummonerDot', 'Shaco']","[4403810801, 'nobody knows0', 215, 166, 'MIDDLE', 'CHALLENGER', 'I', 1189, True, False, 42, 'SummonerFlash', 'SummonerDot', 'Yone']","[4403810801, 'Giddy Camper 7', 219, 198, 'BOTTOM', 'MASTER', 'I', 368, False, False, 111, 'SummonerHaste', 'SummonerFlash', 'Sivir']","[4403810801, 'BarbaricDictator', 715, 699, 'UTILITY', 'MASTER', 'I', 386, False, False, 922, 'SummonerDot', 'SummonerFlash', 'Pyke']"
"[4406523530, 'Isolde', 181, 150, 'TOP', 'GRANDMASTER', 'I', 705, False, False, 440, 'SummonerTeleport', 'SummonerFlash', 'Viego']","[4406523530, 'cant offrole', 622, 572, 'JUNGLE', 'CHALLENGER', 'I', 1164, True, False, 624, 'SummonerFlash', 'SummonerSmite', 'LeeSin']","[4406523530, 'Seolyn', 333, 310, 'MIDDLE', 'GRANDMASTER', 'I', 593, False, False, 270, 'SummonerDot', 'SummonerFlash', 'Akali']","[4406523530, 'Zakn7', 437, 405, 'BOTTOM', 'GRANDMASTER', 'I', 767, True, False, 467, 'SummonerHaste', 'SummonerFlash', 'Sivir']","[4406523530, 'ArekXander', 295, 264, 'UTILITY', 'GRANDMASTER', 'I', 670, True, False, 385, 'SummonerFlash', 'SummonerDot', 'Renata']","[4406523530, 'Minishcap1', 155, 129, 'TOP', 'GRANDMASTER', 'I', 741, False, True, 261, 'SummonerHaste', 'SummonerFlash', 'Singed']","[4406523530, 'Chase', 308, 276, 'JUNGLE', 'GRANDMASTER', 'I', 543, False, True, 409, 'SummonerDot', 'SummonerSmite', 'Shaco']","[4406523530, 'hoidro', 287, 258, 'MIDDLE', 'CHALLENGER', 'I', 875, False, True, 656, 'SummonerDot', 'SummonerFlash', 'Fizz']","[4406523530, 'humzh', 382, 360, 'BOTTOM', 'GRANDMASTER', 'I', 720, False, False, 341, 'SummonerFlash', 'SummonerHaste', 'Zeri']","[4406523530, 'shochi', 724, 684, 'UTILITY', 'CHALLENGER', 'I', 1028, True, False, 261, 'SummonerFlash', 'SummonerHeal', 'Ashe']"
"[4406188442, 'PoopSwag69', 644, 642, 'TOP', 'MASTER', 'I', 409, False, False, 860, 'SummonerFlash', 'SummonerDot', 'Aatrox']","[4406188442, 'ikeai', 75, 66, 'JUNGLE', 'GRANDMASTER', 'I', 631, False, False, 140, 'SummonerHaste', 'SummonerSmite', 'Hecarim']","[4406188442, 'zykorocksplutx', 1165, 1128, 'MIDDLE', 'CHALLENGER', 'I', 917, False, False, 548, 'SummonerFlash', 'SummonerDot', 'Syndra']","[4406188442, 'goth titties', 351, 315, 'BOTTOM', 'CHALLENGER', 'I', 860, True, False, 485, 'SummonerFlash', 'SummonerHaste', 'Vayne']","[4406188442, 'dragonite smogon', 420, 350, 'UTILITY', 'DIAMOND', 'I', 75, False, False, 163, 'SummonerFlash', 'SummonerHeal', 'Senna']","[4406188442, 'adc hunter', 169, 126, 'TOP', 'CHALLENGER', 'I', 1183, True, False, 76, 'SummonerHaste', 'SummonerFlash', 'Garen']","[4406188442, '99dog', 128, 115, 'JUNGLE', 'GRANDMASTER', 'I', 725, True, True, 241, 'SummonerFlash', 'SummonerSmite', 'Kayn']","[4406188442, 'DrewDozer', 261, 217, 'MIDDLE', 'CHALLENGER', 'I', 1015, False, False, 610, 'SummonerDot', 'SummonerFlash', 'Katarina']","[4406188442, 'Chaeha', 211, 185, 'BOTTOM', 'GRANDMASTER', 'I', 818, False, False, 558, 'SummonerFlash', 'SummonerHaste', 'Ashe']","[4406188442, 'Solaria', 325, 294, 'UTILITY', 'GRANDMASTER', 'I', 678, False, False, 423, 'SummonerFlash', 'SummonerHeal', 'Sona']"
"[4406253144, 'Young Tactician', 163, 147, 'TOP', 'MASTER', 'I', 298, False, False, 367, 'SummonerFlash', 'SummonerTeleport', 'Poppy']","[4406253144, 'vickixiaobaobe1', 205, 199, 'JUNGLE', 'MASTER', 'I', 294, False, False, 297, 'SummonerFlash', 'SummonerSmite', 'Ekko']","[4406253144, 'Klexo', 495, 457, 'MIDDLE', 'GRANDMASTER', 'I', 679, True, False, 642, 'SummonerFlash', 'SummonerDot', 'Sylas']","[4406253144, 'SiddyWiddy1', 186, 135, 'BOTTOM', 'CHALLENGER', 'I', 1100, True, False, 227, 'SummonerHaste', 'SummonerFlash', 'Aphelios']","[4406253144, 'Nasteey', 172, 136, 'UTILITY', 'GRANDMASTER', 'I', 775, False, False, 363, 'SummonerFlash', 'SummonerExhaust', 'Seraphine']","[4406253144, 'HIGH APM HOT GF', 266, 233, 'MIDDLE', 'MASTER', 'I', 370, False, False, 280, 'SummonerDot', 'SummonerFlash', 'Kassadin']","[4406253144, 'Izateylon', 480, 448, 'JUNGLE', 'GRANDMASTER', 'I', 821, False, False, 607, 'SummonerSmite', 'SummonerFlash', 'Graves']","[4406253144, '2myheart', 115, 71, 'TOP', 'CHALLENGER', 'I', 934, False, False, 54, 'SummonerFlash', 'SummonerTeleport', 'Malphite']","[4406253144, 'Zakn7', 437, 405, 'BOTTOM', 'GRANDMASTER', 'I', 767, True, False, 466, 'SummonerHaste', 'SummonerFlash', 'Vayne']","[4406253144, 'goth titties', 351, 315, 'UTILITY', 'CHALLENGER', 'I', 860, True, False, 485, 'SummonerFlash', 'SummonerHeal', 'Senna']"
"[4401613610, '0 n a t', 1047, 1015, 'TOP', 'GRANDMASTER', 'I', 633, True, False, 636, 'SummonerDot', 'SummonerFlash', 'Akali']","[4401613610, 'wow player 123', 253, 172, 'JUNGLE', 'CHALLENGER', 'I', 1610, True, False, 75, 'SummonerFlash', 'SummonerSmite', 'Vi']","[4401613610, 'Cupic', 322, 246, 'MIDDLE', 'CHALLENGER', 'I', 1607, True, True, 335, 'SummonerFlash', 'SummonerDot', 'Lux']","[4401613610, 'Kyriu', 147, 104, 'BOTTOM', 'CHALLENGER', 'I', 985, False, False, 426, 'SummonerBoost', 'SummonerFlash', 'Sivir']","[4401613610, 'SamiChaseShane4', 216, 190, 'UTILITY', 'CHALLENGER', 'I', 976, True, False, 186, 'SummonerFlash', 'SummonerDot', 'Ashe']","[4401613610, 'supp come top ', 263, 216, 'TOP', 'CHALLENGER', 'I', 1665, True, False, 145, 'SummonerFlash', 'SummonerTeleport', 'Riven']","[4401613610, 'lightrocket2', 1008, 962, 'JUNGLE', 'CHALLENGER', 'I', 1012, True, False, 859, 'SummonerHaste', 'SummonerSmite', 'Taric']","[4401613610, 'shochi', 724, 684, 'MIDDLE', 'CHALLENGER', 'I', 1028, True, False, 259, 'SummonerFlash', 'SummonerTeleport', 'Sylas']","[4401613610, 'PoopSwag69', 644, 642, 'BOTTOM', 'MASTER', 'I', 409, False, False, 857, 'SummonerFlash', 'SummonerExhaust', 'Yasuo']","[4401613610, 'VULCAN10', 147, 118, 'UTILITY', 'GRANDMASTER', 'I', 790, False, False, 243, 'SummonerFlash', 'SummonerDot', 'Amumu']"
"[4406233004, 'Minishcap1', 155, 129, 'TOP', 'GRANDMASTER', 'I', 741, False, True, 261, 'SummonerTeleport', 'SummonerHaste', 'Singed']","[4406233004, 'DPM', 255, 240, 'JUNGLE', 'GRANDMASTER', 'I', 658, True, False, 137, 'SummonerFlash', 'SummonerSmite', 'MonkeyKing']","[4406233004, 'Seolyn', 333, 310, 'MIDDLE', 'GRANDMASTER', 'I', 593, False, False, 269, 'SummonerDot', 'SummonerFlash', 'Akali']","[4406233004, 'Urason', 78, 71, 'BOTTOM', 'MASTER', 'I', 445, False, False, 558, 'SummonerFlash', 'SummonerExhaust', 'Kaisa']","[4406233004, 'Debraj', 227, 198, 'UTILITY', 'GRANDMASTER', 'I', 670, True, False, 288, 'SummonerHaste', 'SummonerFlash', 'Soraka']","[4406233004, 'I Love Chara', 226, 209, 'TOP', 'MASTER', 'I', 483, False, False, 416, 'SummonerTeleport', 'SummonerFlash', 'Fiora']","[4406233004, 'MasKa', 155, 132, 'JUNGLE', 'GRANDMASTER', 'I', 518, True, False, 62, 'SummonerHaste', 'SummonerSmite', 'Graves']","[4406233004, 'zykorocksplutx', 1165, 1128, 'MIDDLE', 'CHALLENGER', 'I', 917, False, False, 548, 'SummonerFlash', 'SummonerDot', 'Neeko']","[4406233004, 'SugiKim', 294, 252, 'BOTTOM', 'CHALLENGER', 'I', 1071, True, False, 131, 'SummonerHeal', 'SummonerFlash', 'Ezreal']","[4406233004, 'AwakenedGenius', 589, 543, 'UTILITY', 'GRANDMASTER', 'I', 784, False, False, 523, 'SummonerDot', 'SummonerFlash', 'Karma']"
"[4402392241, 'Lucky', 242, 221, 'TOP', 'GRANDMASTER', 'I', 528, True, False, 602, 'SummonerBarrier', 'SummonerFlash', 'Aatrox']","[4402392241, 'ikeai', 75, 66, 'JUNGLE', 'GRANDMASTER', 'I', 631, False, False, 136, 'SummonerFlash', 'SummonerSmite', 'Graves']","[4402392241, 'nooneknows14', 702, 669, 'MIDDLE', 'DIAMOND', 'I', 100, False, True, 493, 'SummonerFlash', 'SummonerDot', 'Akali']","[4402392241, 'lafyèv', 185, 159, 'BOTTOM', 'DIAMOND', 'I', 75, False, False, 429, 'SummonerHeal', 'SummonerFlash', 'Sivir']","[4402392241, 'Bellow', 264, 253, 'UTILITY', 'GRANDMASTER', 'I', 604, True, False, 464, 'SummonerExhaust', 'SummonerFlash', 'Rakan']","[4402392241, 'borosx', 258, 240, 'TOP', 'MASTER', 'I', 440, False, False, 102, 'SummonerFlash', 'SummonerDot', 'Riven']","[4402392241, 'lmaø', 216, 180, 'JUNGLE', 'GRANDMASTER', 'I', 507, True, False, 126, 'SummonerFlash', 'SummonerSmite', 'Rengar']","[4402392241, 'deathwalker222', 390, 361, 'MIDDLE', 'GRANDMASTER', 'I', 641, False, False, 543, 'SummonerFlash', 'SummonerDot', 'Kassadin']","[4402392241, 'Leancuisine13', 678, 649, 'BOTTOM', 'GRANDMASTER', 'I', 723, False, False, 507, 'SummonerHaste', 'SummonerFlash', 'Twitch']","[4402392241, 'new story', 384, 318, 'UTILITY', 'CHALLENGER', 'I', 899, False, False, 114, 'SummonerFlash', 'SummonerExhaust', 'Lulu']"
"[4402354078, 'borosx', 258, 240, 'TOP', 'MASTER', 'I', 440, False, False, 101, 'SummonerFlash', 'SummonerTeleport', 'Yone']","[4402354078, 'I LUV U SENPAI', 218, 125, 'JUNGLE', 'CHALLENGER', 'I', 868, False, True, 433, 'SummonerHaste', 'SummonerSmite', 'Hecarim']","[4402354078, 'jamaican banana', 139, 113, 'MIDDLE', 'MASTER', 'I', 455, True, False, 83, 'SummonerFlash', 'SummonerExhaust', 'Ivern']","[4402354078, 'OkayMochi', 116, 78, 'BOTTOM', 'DIAMOND', 'I', 75, False, False, 49, 'SummonerFlash', 'SummonerHeal', 'Ezreal']","[4402354078, 'Main Sup', 301, 283, 'UTILITY', 'GRANDMASTER', 'I', 510, False, False, 605, 'SummonerFlash', 'SummonerExhaust', 'Zilean']","[4402354078, 'Top12', 170, 152, 'TOP', 'GRANDMASTER', 'I', 670, True, False, 284, 'SummonerFlash', 'SummonerTeleport', 'Jax']","[4402354078, 'Asparagus27', 292, 248, 'JUNGLE', 'DIAMOND', 'I', 75, False, False, 118, 'SummonerFlash', 'SummonerSmite', 'Evelynn']","[4402354078, 'Gorhunter', 231, 193, 'MIDDLE', 'MASTER', 'I', 481, False, False, 364, 'SummonerDot', 'SummonerFlash', 'Taliyah']","[4402354078, 'Leancuisine13', 678, 649, 'BOTTOM', 'GRANDMASTER', 'I', 723, False, False, 507, 'SummonerExhaust', 'SummonerFlash', 'Kaisa']","[4402354078, 'Harenchi', 381, 352, 'UTILITY', 'GRANDMASTER', 'I', 643, True, False, 498, 'SummonerDot', 'SummonerFlash', 'Renata']"
"[4407019466, 'twtv lolvietcong', 200, 162, 'TOP', 'GRANDMASTER', 'I', 653, True, False, 337, 'SummonerFlash', 'SummonerTeleport', 'Heimerdinger']","[4407019466, 'Yunqi', 268, 225, 'JUNGLE', 'CHALLENGER', 'I', 971, True, True, 146, 'SummonerFlash', 'SummonerSmite', 'Talon']","[4407019466, 'Miseviv', 175, 147, 'MIDDLE', 'CHALLENGER', 'I', 902, False, True, 818, 'SummonerFlash', 'SummonerTeleport', 'Akali']","[4407019466, 'ScaryJerry', 543, 487, 'BOTTOM', 'CHALLENGER', 'I', 1241, True, False, 429, 'SummonerBoost', 'SummonerFlash', 'Twitch']","[4407019466, 'Snow2', 235, 194, 'UTILITY', 'CHALLENGER', 'I', 862, False, False, 622, 'SummonerExhaust', 'SummonerDot', 'Yuumi']","[4407019466, 'PoopSwag69', 645, 642, 'TOP', 'MASTER', 'I', 425, False, False, 861, 'SummonerFlash', 'SummonerDot', 'Aatrox']","[4407019466, 'lIllIIIlIllII', 196, 165, 'JUNGLE', 'CHALLENGER', 'I', 1352, True, False, 58, 'SummonerSmite', 'SummonerHaste', 'Hecarim']","[4407019466, 'UCI XiaoDanny', 940, 872, 'MIDDLE', 'CHALLENGER', 'I', 1027, True, True, 661, 'SummonerHaste', 'SummonerFlash', 'Galio']","[4407019466, 'Nimdle', 232, 208, 'BOTTOM', 'GRANDMASTER', 'I', 625, True, False, 404, 'SummonerFlash', 'SummonerHeal', 'Jhin']","[4407019466, 'happyheart', 161, 127, 'UTILITY', 'CHALLENGER', 'I', 865, False, True, 651, 'SummonerDot', 'SummonerFlash', 'Karma']"
"[4407432850, 'Daddy VIaddy', 303, 251, 'TOP', 'CHALLENGER', 'I', 1213, True, False, 187, 'SummonerDot', 'SummonerHaste', 'Vladimir']","[4407432850, 'IN0RI', 408, 389, 'JUNGLE', 'GRANDMASTER', 'I', 617, False, False, 323, 'SummonerSmite', 'SummonerFlash', 'Khazix']","[4407432850, 'UCI XiaoDanny', 940, 872, 'MIDDLE', 'CHALLENGER', 'I', 1027, True, True, 662, 'SummonerDot', 'SummonerFlash', 'Ahri']","[4407432850, 'penq ', 160, 119, 'BOTTOM', 'CHALLENGER', 'I', 898, False, False, 117, 'SummonerBoost', 'SummonerFlash', 'Ezreal']","[4407432850, 'ChocolateBun', 504, 476, 'UTILITY', 'GRANDMASTER', 'I', 721, False, False, 571, 'SummonerHeal', 'SummonerFlash', 'Soraka']","[4407432850, 'Dam Supporters', 133, 89, 'TOP', 'GRANDMASTER', 'I', 844, False, False, 45, 'SummonerTeleport', 'SummonerFlash', 'Kayle']","[4407432850, 'KiNG Nidhogg', 554, 540, 'JUNGLE', 'GRANDMASTER', 'I', 595, True, False, 450, 'SummonerSmite', 'SummonerFlash', 'JarvanIV']","[4407432850, 'NanChangGodE', 460, 426, 'MIDDLE', 'GRANDMASTER', 'I', 649, True, False, 420, 'SummonerDot', 'SummonerFlash', 'Zoe']","[4407432850, 'ReXpeita', 242, 181, 'BOTTOM', 'CHALLENGER', 'I', 1581, True, True, 67, 'SummonerFlash', 'SummonerHaste', 'Twitch']","[4407432850, 'Fishlord', 480, 425, 'UTILITY', 'CHALLENGER', 'I', 1217, True, False, 572, 'SummonerFlash', 'SummonerDot', 'Swain']"
"[4405751211, 'steeli', 104, 87, 'TOP', 'MASTER', 'I', 394, False, False, 217, 'SummonerFlash', 'SummonerDot', 'Rumble']","[4405751211, 'YYJ', 349, 317, 'JUNGLE', 'GRANDMASTER', 'I', 714, True, False, 899, 'SummonerSmite', 'SummonerFlash', 'Kayn']","[4405751211, 'TR1LL', 586, 556, 'MIDDLE', 'MASTER', 'I', 368, False, False, 522, 'SummonerFlash', 'SummonerDot', 'Viktor']","[4405751211, 'Łûnar', 350, 326, 'BOTTOM', 'GRANDMASTER', 'I', 672, True, True, 571, 'SummonerBoost', 'SummonerFlash', 'Draven']","[4405751211, 'Snow2', 235, 194, 'UTILITY', 'CHALLENGER', 'I', 862, False, False, 621, 'SummonerFlash', 'SummonerDot', 'Rell']","[4405751211, 'existence top', 665, 646, 'TOP', 'GRANDMASTER', 'I', 518, False, False, 741, 'SummonerFlash', 'SummonerHaste', 'Garen']","[4405751211, 'Anticípation', 485, 485, 'JUNGLE', 'MASTER', 'I', 412, False, False, 500, 'SummonerFlash', 'SummonerSmite', 'Diana']","[4405751211, 'nobody knows0', 215, 166, 'MIDDLE', 'CHALLENGER', 'I', 1189, True, False, 43, 'SummonerFlash', 'SummonerDot', 'Yone']","[4405751211, 'Aicaid', 547, 517, 'BOTTOM', 'GRANDMASTER', 'I', 602, True, False, 720, 'SummonerFlash', 'SummonerHeal', 'Seraphine']","[4405751211, 'TSM FTX Mia', 236, 219, 'UTILITY', 'MASTER', 'I', 482, False, False, 143, 'SummonerDot', 'SummonerFlash', 'Amumu']"
"[4407472767, 'ƒortunate', 176, 123, 'TOP', 'CHALLENGER', 'I', 1023, True, True, 178, 'SummonerDot', 'SummonerFlash', 'Aatrox']","[4407472767, 'lIllIIIlIllII', 196, 165, 'JUNGLE', 'CHALLENGER', 'I', 1352, True, False, 59, 'SummonerSmite', 'SummonerFlash', 'Graves']","[4407472767, 'at daggers drawn', 110, 81, 'MIDDLE', 'GRANDMASTER', 'I', 604, False, True, 40, 'SummonerFlash', 'SummonerDot', 'Vladimir']","[4407472767, 'Chaeha', 211, 185, 'BOTTOM', 'GRANDMASTER', 'I', 818, False, False, 560, 'SummonerFlash', 'SummonerHaste', 'Ashe']","[4407472767, 'Armored Mawdad', 536, 498, 'UTILITY', 'GRANDMASTER', 'I', 805, False, True, 289, 'SummonerFlash', 'SummonerDot', 'Lulu']","[4407472767, 'I Main Top Lane', 404, 379, 'TOP', 'GRANDMASTER', 'I', 589, False, False, 672, 'SummonerFlash', 'SummonerDot', 'Shen']","[4407472767, 'azorius player', 269, 232, 'JUNGLE', 'CHALLENGER', 'I', 957, False, False, 319, 'SummonerFlash', 'SummonerSmite', 'Nocturne']","[4407472767, 'FR0M Anyang', 128, 91, 'MIDDLE', 'GRANDMASTER', 'I', 776, False, False, 48, 'SummonerHaste', 'SummonerFlash', 'Taliyah']","[4407472767, 'hanql', 239, 230, 'BOTTOM', 'CHALLENGER', 'I', 1040, True, False, 137, 'SummonerFlash', 'SummonerHaste', 'Zeri']","[4407472767, 'Mr CapAŁot', 195, 186, 'UTILITY', 'GRANDMASTER', 'I', 853, False, False, 197, 'SummonerFlash', 'SummonerDot', 'Rumble']"
"[4404524960, 'ueotan', 257, 211, 'TOP', 'GRANDMASTER', 'I', 609, False, False, 445, 'SummonerFlash', 'SummonerHaste', 'Garen']","[4404524960, 'jamaican banana', 139, 113, 'JUNGLE', 'MASTER', 'I', 455, True, False, 86, 'SummonerFlash', 'SummonerSmite', 'Ivern']","[4404524960, 'LITTLE KE QING', 278, 232, 'MIDDLE', 'MASTER', 'I', 332, False, False, 284, 'SummonerFlash', 'SummonerDot', 'Qiyana']","[4404524960, 'SiddyWiddy3', 263, 197, 'BOTTOM', 'CHALLENGER', 'I', 1376, True, False, 94, 'SummonerHaste', 'SummonerFlash', 'Sivir']","[4404524960, 'The Tank Man', 723, 693, 'UTILITY', 'CHALLENGER', 'I', 1030, True, True, 555, 'SummonerFlash', 'SummonerHeal', 'Sona']","[4404524960, 'TwTv KoKooPuffs', 944, 902, 'TOP', 'CHALLENGER', 'I', 1084, True, False, 432, 'SummonerDot', 'SummonerTeleport', 'Sejuani']","[4404524960, 'ylxmml', 173, 134, 'JUNGLE', 'CHALLENGER', 'I', 913, False, False, 50, 'SummonerSmite', 'SummonerFlash', 'Zed']","[4404524960, 'gank mid or afk', 367, 329, 'MIDDLE', 'CHALLENGER', 'I', 879, False, False, 396, 'SummonerFlash', 'SummonerDot', 'Annie']","[4404524960, 'NebuIa', 713, 653, 'BOTTOM', 'GRANDMASTER', 'I', 783, False, False, 159, 'SummonerFlash', 'SummonerHaste', 'Jhin']","[4404524960, 'euur', 496, 499, 'UTILITY', 'MASTER', 'I', 361, False, False, 670, 'SummonerDot', 'SummonerExhaust', 'Yuumi']"
"[4404249229, 'IMAFREAKBUILTDIF', 452, 404, 'TOP', 'MASTER', 'I', 417, False, False, 121, 'SummonerFlash', 'SummonerDot', 'Gangplank']","[4404249229, 'DarbBarf', 387, 367, 'JUNGLE', 'GRANDMASTER', 'I', 693, True, False, 283, 'SummonerHaste', 'SummonerSmite', 'Hecarim']","[4404249229, 'Deformed Jungle', 355, 334, 'MIDDLE', 'GRANDMASTER', 'I', 621, True, False, 240, 'SummonerExhaust', 'SummonerFlash', 'Lulu']","[4404249229, 'Dacryagogue', 291, 249, 'BOTTOM', 'CHALLENGER', 'I', 928, False, False, 888, 'SummonerTeleport', 'SummonerFlash', 'Seraphine']","[4404249229, 'Mr CapAŁot', 195, 186, 'UTILITY', 'GRANDMASTER', 'I', 853, False, False, 196, 'SummonerFlash', 'SummonerHeal', 'Ashe']","[4404249229, 'ueotan', 257, 211, 'TOP', 'GRANDMASTER', 'I', 609, False, False, 444, 'SummonerHaste', 'SummonerDot', 'Garen']","[4404249229, 'Dunksquad101', 313, 285, 'JUNGLE', 'GRANDMASTER', 'I', 671, True, False, 441, 'SummonerSmite', 'SummonerDot', 'Kayn']","[4404249229, 'KryRa', 171, 127, 'MIDDLE', 'CHALLENGER', 'I', 1035, False, False, 177, 'SummonerTeleport', 'SummonerFlash', 'Zac']","[4404249229, 'EQon', 399, 371, 'BOTTOM', 'GRANDMASTER', 'I', 579, True, False, 208, 'SummonerFlash', 'SummonerHeal', 'Ezreal']","[4404249229, 'Tempos', 895, 844, 'UTILITY', 'CHALLENGER', 'I', 1215, True, False, 961, 'SummonerDot', 'SummonerFlash', 'Zilean']"
"[4404458402, 'ueotan', 257, 211, 'MIDDLE', 'GRANDMASTER', 'I', 609, False, False, 445, 'SummonerFlash', 'SummonerHaste', 'Garen']","[4404458402, 'ASTROBOY99', 280, 235, 'JUNGLE', 'CHALLENGER', 'I', 1000, True, False, 270, 'SummonerSmite', 'SummonerFlash', 'Diana']","[4404458402, 'Ssumdayday', 281, 225, 'TOP', 'CHALLENGER', 'I', 1342, True, False, 298, 'SummonerDot', 'SummonerTeleport', 'Sejuani']","[4404458402, 'Vincenttt', 299, 288, 'BOTTOM', 'DIAMOND', 'I', 99, False, False, 625, 'SummonerHaste', 'SummonerFlash', 'MissFortune']","[4404458402, 'The Tank Man', 723, 693, 'UTILITY', 'CHALLENGER', 'I', 1030, True, True, 555, 'SummonerFlash', 'SummonerHeal', 'Sona']","[4404458402, 'Dragoon', 255, 217, 'TOP', 'CHALLENGER', 'I', 1048, True, False, 260, 'SummonerTeleport', 'SummonerFlash', 'Illaoi']","[4404458402, 'Fragile Fantasy', 184, 150, 'JUNGLE', 'CHALLENGER', 'I', 902, True, False, 57, 'SummonerSmite', 'SummonerFlash', 'Nunu']","[4404458402, 'Makima2', 285, 238, 'MIDDLE', 'GRANDMASTER', 'I', 615, False, False, 75, 'SummonerFlash', 'SummonerDot', 'Sylas']","[4404458402, 'FAFSA ABUSERS', 408, 386, 'BOTTOM', 'MASTER', 'I', 386, False, False, 488, 'SummonerFlash', 'SummonerHeal', 'Sivir']","[4404458402, 'Armored Mawdad', 536, 498, 'UTILITY', 'GRANDMASTER', 'I', 805, False, True, 288, 'SummonerFlash', 'SummonerDot', 'Taric']"
"[4404071803, 'Witnesss Me', 272, 249, 'TOP', 'GRANDMASTER', 'I', 699, False, False, 564, 'SummonerFlash', 'SummonerTeleport', 'Fiora']","[4404071803, 'TheBootyMasher', 'NULL', 'NULL', 'JUNGLE', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 273, 'SummonerSmite', 'SummonerFlash', 'Sejuani']","[4404071803, 'Drazmere', 651, 632, 'MIDDLE', 'MASTER', 'I', 423, False, False, 330, 'SummonerDot', 'SummonerFlash', 'Kassadin']","[4404071803, 'Hypha', 259, 258, 'BOTTOM', 'MASTER', 'I', 436, False, False, 367, 'SummonerExhaust', 'SummonerFlash', 'Caitlyn']","[4404071803, 'Yang Myung', 'NULL', 'NULL', 'UTILITY', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 113, 'SummonerFlash', 'SummonerDot', 'Alistar']","[4404071803, 'Ke Ni Jiu Shi FW', 206, 192, 'TOP', 'GRANDMASTER', 'I', 520, True, False, 168, 'SummonerFlash', 'SummonerDot', 'Sett']","[4404071803, 'YoungestLe', 306, 285, 'JUNGLE', 'MASTER', 'I', 132, False, True, 573, 'SummonerFlash', 'SummonerSmite', 'MonkeyKing']","[4404071803, 'HelImet', 224, 199, 'MIDDLE', 'GRANDMASTER', 'I', 689, True, True, 351, 'SummonerDot', 'SummonerFlash', 'Yasuo']","[4404071803, 'Trieuloo', 'NULL', 'NULL', 'BOTTOM', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 851, 'SummonerFlash', 'SummonerTeleport', 'Ziggs']","[4404071803, 'Tempos', 895, 844, 'UTILITY', 'CHALLENGER', 'I', 1215, True, False, 961, 'SummonerDot', 'SummonerFlash', 'Zilean']"
"[4406048181, 'NoOneHadThisName', 359, 354, 'TOP', 'MASTER', 'I', 408, False, False, 809, 'SummonerFlash', 'SummonerTeleport', 'Urgot']","[4406048181, 'Ashwın', 297, 257, 'JUNGLE', 'MASTER', 'I', 343, True, False, 389, 'SummonerSmite', 'SummonerFlash', 'MonkeyKing']","[4406048181, 'EnSaneZ', 212, 185, 'MIDDLE', 'MASTER', 'I', 260, True, False, 72, 'SummonerFlash', 'SummonerDot', 'Akali']","[4406048181, 'Sisyphus9', 437, 409, 'BOTTOM', 'GRANDMASTER', 'I', 653, False, False, 167, 'SummonerFlash', 'SummonerHaste', 'Sivir']","[4406048181, 'harder please', 187, 170, 'UTILITY', 'MASTER', 'I', 177, False, False, 88, 'SummonerFlash', 'SummonerDot', 'Karma']","[4406048181, 'CloudNguyen', 1044, 1010, 'TOP', 'GRANDMASTER', 'I', 637, True, True, 575, 'SummonerTeleport', 'SummonerFlash', 'Gnar']","[4406048181, 'BASED WineTime', 1020, 1000, 'JUNGLE', 'MASTER', 'I', 392, False, False, 707, 'SummonerSmite', 'SummonerFlash', 'Elise']","[4406048181, 'Reppy', 438, 411, 'MIDDLE', 'GRANDMASTER', 'I', 560, True, False, 725, 'SummonerTeleport', 'SummonerFlash', 'Sylas']","[4406048181, 'is my', 'NULL', 'NULL', 'BOTTOM', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 427, 'SummonerExhaust', 'SummonerFlash', 'Caitlyn']","[4406048181, 'Tippey', 131, 120, 'UTILITY', 'MASTER', 'I', 310, True, False, 646, 'SummonerDot', 'SummonerFlash', 'Amumu']"
