Player_1,Player_2,Player_3,Player_4,Player_5,Player_6,Player_7,Player_8,Player_9,Player_10
"[4407283866, 'Kled', 0, 5, 7, True, 220, 7, 18]","[4407283866, 'Lulu', 1, 2, 18, True, 27, 43, 85]","[4407283866, 'Syndra', 4, 0, 10, True, 241, 18, 21]","[4407283866, 'Zeri', 13, 4, 5, True, 277, 17, 47]","[4407283866, 'Fiddlesticks', 6, 3, 12, True, 15, 103, 70]","[4407283866, 'Yasuo', 2, 7, 2, False, 256, 14, 36]","[4407283866, 'Diana', 6, 3, 7, False, 47, 109, 40]","[4407283866, 'Seraphine', 1, 4, 7, False, 189, 66, 34]","[4407283866, 'Sivir', 5, 3, 4, False, 259, 20, 26]","[4407283866, 'Alistar', 0, 7, 7, False, 32, 43, 73]"

"[4403454332, 'Sejuani', 2, 6, 3, False, 141, 11, 16]","[4403454332, 'Nidalee', 4, 8, 4, False, 28, 35, 40]","[4403454332, 'Akshan', 4, 5, 6, False, 169, 29, 11]","[4403454332, 'Jinx', 5, 9, 7, False, 195, 62, 24]","[4403454332, 'Sona', 4, 5, 12, False, 26, 1, 43]","[4403454332, 'Akali', 9, 1, 8, True, 192, 165, 30]","[4403454332, 'Skarner', 5, 3, 10, True, 22, 43, 23]","[4403454332, 'Graves', 14, 2, 3, True, 173, 198, 17]","[4403454332, 'Sivir', 4, 6, 13, True, 201, 31, 17]","[4403454332, 'Rakan', 1, 7, 17, True, 46, 31, 63]"

"[4403145788, 'Gragas', 10, 6, 9, False, 215, 43, 22]","[4403145788, 'Kindred', 12, 4, 2, False, 81, 189, 35]","[4403145788, 'Annie', 2, 6, 6, False, 194, 12, 19]","[4403145788, 'Velkoz', 2, 4, 7, False, 246, 24, 36]","[4403145788, 'Maokai', 3, 7, 8, False, 36, 145, 93]","[4403145788, 'Irelia', 4, 11, 4, True, 277, 53, 21]","[4403145788, 'Shaco', 7, 4, 9, True, 51, 175, 33]","[4403145788, 'Azir', 10, 3, 6, True, 209, 10, 22]","[4403145788, 'Swain', 1, 6, 11, True, 276, 24, 37]","[4403145788, 'Xerath', 5, 5, 9, True, 20, 4, 68]"

"[4405293982, 'Mordekaiser', 1, 4, 2, True, 80, 8, 4]","[4405293982, 'Viego', 4, 0, 4, True, 18, 31, 10]","[4405293982, 'Taliyah', 3, 1, 5, True, 123, 24, 8]","[4405293982, 'Kalista', 6, 0, 2, True, 136, 0, 6]","[4405293982, 'Renata', 2, 1, 8, True, 5, 33, 20]","[4405293982, 'Olaf', 4, 3, 0, False, 127, 15, 7]","[4405293982, 'Diana', 0, 4, 1, False, 17, 23, 8]","[4405293982, 'Sylas', 2, 5, 1, False, 96, 18, 6]","[4405293982, 'Yasuo', 0, 2, 0, False, 68, 1, 0]","[4405293982, 'Nautilus', 0, 2, 2, False, 14, 20, 8]"

"[4407474476, 'Camille', 1, 1, 2, True, 192, 20, 10]","[4407474476, 'Hecarim', 3, 3, 6, True, 30, 37, 14]","[4407474476, 'Ahri', 10, 2, 5, True, 162, 96, 15]","[4407474476, 'Kalista', 12, 2, 4, True, 155, 6, 13]","[4407474476, 'Amumu', 2, 1, 16, True, 31, 30, 34]","[4407474476, 'Tryndamere', 0, 1, 0, False, 145, 0, 8]","[4407474476, 'Talon', 2, 6, 3, False, 31, 6, 31]","[4407474476, 'Gragas', 4, 4, 1, False, 200, 7, 4]","[4407474476, 'MissFortune', 3, 11, 3, False, 145, 27, 11]","[4407474476, 'Zilean', 0, 6, 5, False, 6, 6, 21]"

